Habit,Date,Value,Unit,Memo,Tag,Habit Type
Plank,2023-03-30,180,sec,,,Build
Plank,2023-03-31,90,sec,,,Build
Plank,2023-04-02,90,sec,,,Build
Plank,2023-04-03,90,sec,,,Build
Plank,2023-04-04,195,sec,,,Build
Plank,2023-04-05,105,sec,,,Build
Plank,2023-04-06,105,sec,,,Build
Plank,2023-04-07,105,sec,,,Build
Plank,2023-04-08,105,sec,,,Build
Plank,2023-04-09,105,sec,,,Build
Plank,2023-04-10,105,sec,,,Build
Plank,2023-04-11,105,sec,,,Build
Plank,2023-04-12,120,sec,,,Build
Plank,2023-04-13,120,sec,,,Build
Plank,2023-04-14,120,sec,,,Build
Plank,2023-04-15,120,sec,,,Build
Plank,2023-04-16,120,sec,,,Build
Plank,2023-04-17,120,sec,,,Build
Plank,2023-04-18,120,sec,,,Build
Plank,2023-04-19,120,sec,,,Build
Plank,2023-04-20,120,sec,,,Build
Plank,2023-04-21,120,sec,,,Build
Plank,2023-04-22,120,sec,,,Build
Plank,2023-04-23,120,sec,,,Build
Plank,2023-04-24,120,sec,,,Build
Plank,2023-04-25,120,sec,,,Build
Plank,2023-04-26,120,sec,,,Build
Plank,2023-04-27,120,sec,,,Build
Plank,2023-04-28,120,sec,,,Build
Plank,2023-04-29,120,sec,,,Build
Plank,2023-04-30,120,sec,,,Build
Plank,2023-05-01,120,sec,,,Build
Plank,2023-05-02,120,sec,,,Build
Plank,2023-05-03,120,sec,,,Build
Plank,2023-05-04,120,sec,,,Build
Plank,2023-05-05,120,sec,,,Build
Plank,2023-05-06,120,sec,,,Build
Plank,2023-05-07,120,sec,,,Build
Plank,2023-05-08,120,sec,,,Build
Plank,2023-05-09,120,sec,,,Build
Plank,2023-05-10,120,sec,,,Build
Plank,2023-05-11,120,sec,,,Build
Plank,2023-05-12,120,sec,,,Build
Plank,2023-05-13,120,sec,,,Build
Plank,2023-05-14,120,sec,,,Build
Plank,2023-05-15,120,sec,,,Build
Plank,2023-05-16,120,sec,,,Build
Plank,2023-05-17,120,sec,,,Build
Plank,2023-05-18,120,sec,,,Build
Plank,2023-05-19,120,sec,,,Build
Plank,2023-05-20,120,sec,,,Build
Plank,2023-05-21,120,sec,,,Build
Plank,2023-05-22,120,sec,,,Build
Plank,2023-05-23,120,sec,,,Build
Plank,2023-05-24,120,sec,,,Build
Plank,2023-05-25,120,sec,,,Build
Plank,2023-05-26,120,sec,,,Build
Plank,2023-05-27,120,sec,,,Build
Plank,2023-05-27,120,sec,,,Build
Plank,2023-05-28,120,sec,,,Build
Plank,2023-05-30,120,sec,,,Build
Plank,2023-05-31,120,sec,,,Build
Plank,2023-06-01,120,sec,,,Build
Plank,2023-06-02,120,sec,,,Build
Plank,2023-06-03,120,sec,,,Build
Plank,2023-06-04,120,sec,,,Build
Plank,2023-06-05,120,sec,,,Build
Plank,2023-06-06,120,sec,,,Build
Plank,2023-06-07,120,sec,,,Build
Plank,2023-06-08,120,sec,,,Build
Plank,2023-06-09,120,sec,,,Build
Plank,2023-06-10,120,sec,,,Build
Plank,2023-06-11,120,sec,,,Build
Plank,2023-06-12,120,sec,,,Build
Plank,2023-06-12,120,sec,,,Build
Plank,2023-06-21,120,sec,,,Build
Plank,2023-06-27,120,sec,,,Build
Plank,2023-07-06,60,sec,,,Build
Plank,2023-07-07,75,sec,,,Build
Plank,2023-07-10,90,sec,,,Build
Plank,2023-07-22,90,sec,,,Build
Plank,2023-07-23,90,sec,,,Build
Plank,2023-07-27,60,sec,,,Build
Plank,2023-08-06,60,sec,,,Build
Plank,2023-08-07,60,sec,,,Build
Plank,2023-08-08,60,sec,,,Build
Plank,2023-08-15,60,sec,,,Build
Plank,2023-08-24,60,sec,,,Build
Plank,2023-09-18,75,sec,,,Build
Plank,2023-09-24,75,sec,,,Build
Plank,2023-09-25,75,sec,,,Build
Plank,2023-09-26,75,sec,,,Build
Plank,2023-09-28,75,sec,,,Build
Plank,2023-09-30,75,sec,,,Build
Plank,2023-10-03,75,sec,,,Build
Plank,2023-10-13,75,sec,,,Build
Plank,2024-02-06,60,sec,,,Build
Plank,2024-02-07,60,sec,,,Build
Plank,2024-02-10,60,sec,,,Build
Plank,2024-02-12,60,sec,,,Build
Plank,2024-02-13,60,sec,,,Build
Plank,2024-02-15,60,sec,,,Build
Plank,2024-02-19,60,sec,,,Build
Plank,2024-02-23,60,sec,,,Build
Plank,2024-02-26,60,sec,,,Build
Plank,2024-02-27,60,sec,,,Build
Plank,2024-02-29,60,sec,,,Build
Plank,2024-03-30,60,sec,,,Build
Plank,2024-03-31,60,sec,,,Build
Plank,2024-04-01,60,sec,,,Build
Plank,2024-04-02,75,sec,,,Build
Plank,2024-04-03,75,sec,,,Build
Plank,2024-04-04,75,sec,,,Build
Plank,2024-04-05,90,sec,,,Build
Plank,2024-04-06,90,sec,,,Build
Plank,2024-04-07,90,sec,,,Build
Plank,2024-04-08,90,sec,,,Build
Plank,2024-04-09,90,sec,,,Build
Plank,2024-04-10,90,sec,,,Build
Plank,2024-04-11,90,sec,,,Build
Plank,2024-04-12,90,sec,,,Build
Plank,2024-04-13,90,sec,,,Build
Plank,2024-04-14,90,sec,,,Build
Plank,2024-04-15,90,sec,,,Build
Plank,2024-04-16,90,sec,,,Build
Plank,2024-04-17,90,sec,,,Build
Plank,2024-04-18,90,sec,,,Build
Plank,2024-04-19,90,sec,,,Build
Plank,2024-04-20,60,sec,,,Build
Plank,2024-04-21,90,sec,,,Build
Plank,2024-04-22,90,sec,,,Build
Plank,2024-04-23,90,sec,,,Build
Plank,2024-04-24,90,sec,,,Build
Plank,2024-04-25,90,sec,,,Build
Plank,2024-04-26,90,sec,,,Build
Plank,2024-04-27,90,sec,,,Build
Plank,2024-04-28,90,sec,,,Build
Plank,2024-04-29,90,sec,,,Build
Plank,2024-04-30,90,sec,,,Build
Plank,2024-05-01,90,sec,,,Build
Plank,2024-05-02,90,sec,,,Build
Plank,2024-05-03,120,sec,,,Build
Plank,2024-05-04,120,sec,,,Build
Plank,2024-05-06,105,sec,,,Build
Plank,2024-05-07,105,sec,,,Build
Plank,2024-05-08,30,sec,,,Build
Plank,2024-05-14,60,sec,,,Build
Plank,2024-05-15,60,sec,,,Build
Plank,2024-05-16,75,sec,,,Build
Plank,2024-05-17,75,sec,,,Build
Plank,2024-06-20,30,sec,,,Build
Plank,2024-06-21,60,sec,,,Build
Plank,2024-06-22,60,sec,,,Build
Plank,2024-06-23,75,sec,,,Build
Plank,2024-06-24,75,sec,,,Build
Plank,2024-06-27,90,sec,,,Build
Plank,2024-06-28,120,sec,,,Build
Plank,2024-07-08,60,sec,,,Build
Plank,2024-07-09,90,sec,,,Build
Plank,2024-07-10,90,sec,,,Build
Plank,2024-07-11,90,sec,,,Build
Plank,2024-07-12,90,sec,,,Build
Plank,2024-07-13,90,sec,,,Build
Plank,2024-07-14,90,sec,,,Build
Plank,2024-07-15,120,sec,,,Build
Plank,2024-07-16,120,sec,,,Build
Plank,2024-07-17,105,sec,,,Build
Plank,2024-07-18,120,sec,,,Build
Plank,2024-07-22,60,sec,,,Build
Plank,2024-07-23,90,sec,,,Build
Plank,2024-07-24,90,sec,,,Build
Plank,2024-07-25,60,sec,,,Build
Plank,2024-07-26,90,sec,,,Build
Plank,2024-07-27,60,sec,,,Build
Plank,2024-07-28,60,sec,,,Build
Plank,2024-07-29,60,sec,,,Build
Plank,2024-07-30,60,sec,,,Build
Plank,2024-07-31,60,sec,,,Build
Plank,2024-08-01,60,sec,,,Build
Plank,2024-08-02,60,sec,,,Build
Plank,2024-08-03,60,sec,,,Build
Plank,2024-08-04,60,sec,,,Build
Plank,2024-08-05,60,sec,,,Build
Plank,2024-08-06,90,sec,,,Build
Plank,2024-08-07,120,sec,,,Build
Plank,2024-08-08,120,sec,,,Build
Plank,2024-08-09,120,sec,,,Build
Plank,2024-08-10,90,sec,,,Build
Plank,2024-08-12,90,sec,,,Build
Plank,2024-08-13,90,sec,,,Build
Plank,2024-08-17,60,sec,,,Build
Plank,2024-08-19,90,sec,,,Build
Plank,2024-08-20,30,sec,,,Build
Plank,2024-08-21,60,sec,,,Build
Plank,2024-08-22,60,sec,,,Build
Plank,2024-08-27,30,sec,,,Build
Plank,2024-08-29,30,sec,,,Build
Plank,2024-08-30,30,sec,,,Build
Plank,2024-09-03,90,sec,,,Build
Plank,2024-12-05,60,sec,,,Build
Plank,2024-12-09,60,sec,,,Build
Plank,2024-12-10,60,sec,,,Build
Plank,2024-12-31,60,sec,,,Build
Plank,2025-01-01,60,sec,,,Build
Plank,2025-01-02,60,sec,,,Build
Plank,2025-01-03,60,sec,,,Build
Plank,2025-01-04,60,sec,,,Build
Plank,2025-01-05,60,sec,,,Build
Plank,2025-01-06,60,sec,,,Build
Plank,2025-01-07,60,sec,,,Build
Plank,2025-01-08,60,sec,,,Build
Plank,2025-01-09,60,sec,,,Build
Plank,2025-01-10,60,sec,,,Build
Plank,2025-01-11,60,sec,,,Build
Plank,2025-01-12,60,sec,,,Build
Plank,2025-01-13,60,sec,,,Build
Plank,2025-01-14,60,sec,,,Build
Plank,2025-01-15,60,sec,,,Build
Plank,2025-01-16,60,sec,,,Build
Plank,2025-01-17,60,sec,,,Build
Plank,2025-01-17,60,sec,,,Build
Plank,2025-02-18,60,sec,,,Build
Plank,2025-02-22,60,sec,,,Build
Plank,2025-02-27,60,sec,,,Build
Plank,2025-05-27,60,sec,,,Build
Plank,2025-05-29,60,sec,,,Build
Plank,2025-05-30,60,sec,,,Build
Plank,2025-05-31,60,sec,,,Build
Plank,2025-06-02,60,sec,,,Build
Plank,2025-06-04,60,sec,,,Build
Plank,2025-06-09,60,sec,,,Build
Plank,2025-06-17,60,sec,,,Build
Plank,2025-06-18,60,sec,,,Build
Plank,2025-07-07,60,sec,,,Build
Plank,2025-07-08,60,sec,,,Build
Plank,2025-07-28,60,sec,,,Build
